utterance,response,response_time,speaker,responder,utterance_time,start_time,error,age,past_tense,plural,overlap,source_file
 yeah mommy's got one too, got my special one,0.0,MOT,JEN,1.7300000000000182,331.383,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 got my special one, can I check you,-0.9000000000000341,JEN,CHI,2.3600000000000136,333.113,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 can I check you, sure you can check me,0.0,CHI,JEN,1.7130000000000223,334.573,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 sure you can check me, do you think it looks good,0.0,JEN,JEN,2.026999999999987,336.286,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 do you think it looks good, ooh,0.0,JEN,JEN,2.444999999999993,338.313,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 ooh, tickly,0.0,JEN,CHI,1.7300000000000182,340.758,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 tickly, it's just a little bit tickly when you do that,0.0,CHI,JEN,1.843999999999994,342.488,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 it's just a little bit tickly when you do that, yeah,0.0,JEN,CHI,2.9259999999999877,344.332,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, you know we have one of these cash registers at home don't we,0.0,CHI,MOT,0.6480000000000246,347.258,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 you know we have one of these cash registers at home don't we, yeah,0.0,MOT,CHI,3.740000000000009,347.906,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, just you know make yourself at home,4.0,CHI,MOT,0.9809999999999945,351.646,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 just you know make yourself at home, oh what books are those,0.0,MOT,MOT,2.7509999999999764,356.627,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 oh what books are those, Cat_in_the_Hat,0.0,MOT,CHI,5.552999999999997,359.378,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 Cat_in_the_Hat, oh and it looks it's look blah excuse me it's a pop up book isn't it,0.0,CHI,MOT,1.8450000000000273,364.931,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 oh and it looks it's look blah excuse me it's a pop up book isn't it, do you wanna read it,3.0,MOT,MOT,4.555999999999983,366.776,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 do you wanna read it, yeah,0.0,MOT,MOT,0.8140000000000214,374.332,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, okay let's try to read this one we didn't even get a chance to read the other one,0.0,MOT,MOT,0.6490000000000009,375.146,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 okay let's try to read this one we didn't even get a chance to read the other one, what's behind here,0.0,MOT,MOT,5.1200000000000045,375.795,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's behind here, a door,0.0,MOT,CHI,1.5459999999999923,380.915,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 a door, those look like let me I hafta read them they're zeds,0.0,CHI,MOT,1.3799999999999955,382.461,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 those look like let me I hafta read them they're zeds, they're zeds,0.0,MOT,CHI,6.034999999999968,383.841,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 they're zeds, mhm right,0.0,CHI,MOT,2.261000000000024,389.876,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 mhm right, what's that,0.0,MOT,MOT,1.3310000000000173,392.137,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's that, I know what this is,0.0,MOT,MOT,2.0109999999999673,393.468,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 I know what this is, that's Thing_One and Thing_Two and they're in a box right,0.0,MOT,MOT,5.602000000000032,395.479,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 that's Thing_One and Thing_Two and they're in a box right, what are they gonna what were they doing,0.0,MOT,MOT,2.276999999999987,401.081,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what are they gonna what were they doing, what were they doing,0.0,MOT,MOT,1.8799999999999955,403.358,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what were they doing, they're f Cat_in_the_Hat,0.0,MOT,CHI,2.6270000000000095,405.238,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 they're f Cat_in_the_Hat, me,10.0,CHI,CHI,5.5020000000000095,407.865,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 me, what's this here,0.0,CHI,MOT,1.4629999999999654,423.367,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's this here, I bless you,0.0,MOT,CHI,1.4630000000000223,424.83,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 I bless you, I bless you,0.0,CHI,CHI,1.7129999999999654,426.293,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 I bless you, oh bless me thank you,0.0,CHI,JEN,1.7290000000000418,428.006,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 oh bless me thank you, bless you,0.0,JEN,CHI,1.1129999999999995,429.735,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 bless you, I wonder what's in here,0.0,CHI,MOT,0.7309999999999945,430.848,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 I wonder what's in here, this,0.0,MOT,CHI,4.572999999999979,431.579,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 this, this,0.0,CHI,CHI,3.158999999999992,436.152,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 this, oh you know what those are,4.0,CHI,MOT,2.5090000000000146,439.311,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 oh you know what those are, sheeps,0.0,MOT,CHI,2.0190000000000055,445.82,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 sheeps, they're sheep,0.0,CHI,MOT,2.6100000000000136,447.839,True,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 they're sheep, those,0.0,MOT,CHI,1.2129999999999654,450.449,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 those, oh you know what those are too,0.0,CHI,MOT,3.2590000000000146,451.662,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 oh you know what those are too, those,0.0,MOT,CHI,3.5749999999999886,454.921,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 those, they're buggies,0.0,CHI,MOT,2.6270000000000095,458.496,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 they're buggies, they're buggies,0.0,MOT,CHI,1.0300000000000296,461.123,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 they're buggies, mhm,0.0,CHI,MOT,1.6289999999999623,462.153,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 mhm, read them,0.0,MOT,CHI,0.5649999999999977,463.782,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 read them, they're flying,-0.8000000000000114,CHI,MOT,1.4630000000000223,464.347,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 they're flying, read them,0.0,MOT,CHI,1.1469999999999914,465.01,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 read them, can you count them even,0.0,CHI,MOT,1.1299999999999955,466.157,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 can you count them even, one two three four five,0.0,MOT,CHI,0.7320000000000277,467.287,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 one two three four five, you think there's five,0.0,CHI,MOT,2.8600000000000136,468.019,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 you think there's five, what's under here,0.0,MOT,MOT,1.4629999999999654,470.879,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's under here, a book,0.0,MOT,CHI,3.4920000000000186,472.342,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 a book, xxx,0.0,CHI,MOT,2.1100000000000136,475.834,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 xxx, ano book,0.0,MOT,CHI,1.6299999999999955,477.944,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 ano book, wow there's always different kind of things in Doctor_Seuss books things you'd never see any place else right,0.0,CHI,MOT,1.86099999999999,479.574,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 wow there's always different kind of things in Doctor_Seuss books things you'd never see any place else right, what's that,3.0,MOT,MOT,9.11099999999999,481.435,True,['P2Y01M17D'],False,True,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's that, fishies,0.0,MOT,CHI,1.2309999999999945,493.546,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 fishies, yeah that's like a fishy,0.0,CHI,MOT,1.396000000000015,494.777,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah that's like a fishy, yes,0.0,MOT,CHI,4.372000000000014,496.173,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yes, there he is,0.0,CHI,MOT,1.0469999999999686,500.545,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 there he is, what's that song he sings,0.0,MOT,MOT,1.1480000000000246,501.592,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's that song he sings, xxx,0.0,MOT,CHI,2.5930000000000177,502.74,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 xxx, remember that song that the Cat_in_the_Hat sings with the fish,0.0,CHI,MOT,3.3419999999999845,505.333,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 remember that song that the Cat_in_the_Hat sings with the fish, yeah,0.0,MOT,CHI,4.15500000000003,508.675,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, how's that go,0.0,CHI,MOT,1.2799999999999727,512.83,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 how's that go, xxx beauty xxx little xxx,0.0,MOT,CHI,0.7319999999999709,514.11,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 xxx beauty xxx little xxx, it goes cat_hat remember that,-2.0,CHI,MOT,6.101999999999975,514.842,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 it goes cat_hat remember that, huh there's a lot of good things in this book aren't there,19.0,MOT,MOT,3.2590000000000146,518.944,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 huh there's a lot of good things in this book aren't there, what are those,0.0,MOT,MOT,4.157000000000039,541.203,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what are those, you didn't tell Jenell what we saw while we were coming here,0.0,MOT,MOT,1.1639999999999873,545.36,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 you didn't tell Jenell what we saw while we were coming here, what'd did you see,0.0,MOT,JEN,4.288999999999987,546.524,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what'd did you see, when we came up the stairs what did we see,0.0,JEN,MOT,2.44500000000005,550.813,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 when we came up the stairs what did we see, do you remember,0.0,MOT,MOT,2.592999999999961,553.258,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 do you remember, book,5.0,MOT,CHI,2.0270000000000437,555.851,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 book, yeah that is a book yes,0.0,CHI,MOT,1.1849999999999454,562.878,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah that is a book yes, do you remember what we saw when we were coming up the stairs,0.0,MOT,MOT,3.2409999999999854,564.063,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 do you remember what we saw when we were coming up the stairs, you hafta tell Jenell,0.0,MOT,MOT,2.3770000000000664,567.304,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 you hafta tell Jenell, she'd love to know,0.0,MOT,MOT,1.2469999999999573,569.681,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 she'd love to know, what did you see,0.0,MOT,JEN,2.1789999999999736,570.928,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what did you see, remember the lady on the stairs what was she doing,0.0,JEN,MOT,1.2130000000000791,573.107,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 remember the lady on the stairs what was she doing, remember she was so nice to us,0.0,MOT,MOT,4.638999999999896,574.32,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 remember she was so nice to us, yeah,0.0,MOT,CHI,4.6200000000000045,578.959,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, what was she doing the lady on the stairs what was she doing,0.0,CHI,MOT,1.164000000000101,583.579,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what was she doing the lady on the stairs what was she doing, cleanin,0.0,MOT,CHI,2.575999999999908,584.743,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 cleanin, she was cleanin,0.0,CHI,MOT,1.7960000000000491,587.319,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 she was cleanin, cleaning what,0.0,MOT,MOT,1.3799999999999955,589.115,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 cleaning what, cleaning up the trash,0.0,MOT,CHI,2.1119999999999663,590.495,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 cleaning up the trash, yeah why do you think she hadta do that,0.0,CHI,MOT,4.239000000000033,592.607,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah why do you think she hadta do that, was she very nice to us,5.0,MOT,MOT,2.9080000000000155,596.846,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 was she very nice to us, did she talk to us,0.0,MOT,MOT,1.7959999999999354,604.754,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 did she talk to us, yeah,0.0,MOT,CHI,0.8140000000000782,606.55,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, do you remember what she said,0.0,CHI,MOT,0.8159999999999172,607.364,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 do you remember what she said, I don't remember,0.0,MOT,MOT,1.4630000000000791,608.18,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 I don't remember, you know she probably told us to be careful right,0.0,MOT,MOT,0.6469999999999345,609.643,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 you know she probably told us to be careful right, yeah,0.0,MOT,CHI,3.3250000000000455,610.29,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, so why,0.0,CHI,MOT,0.9809999999999945,613.615,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 so why, she didn't want us to to what,0.0,MOT,MOT,0.9819999999999709,614.596,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 she didn't want us to to what, I don't remember,0.0,MOT,MOT,1.61099999999999,615.578,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 I don't remember, we were sposta be careful on the stairs,0.0,MOT,MOT,2.1940000000000737,617.189,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 we were sposta be careful on the stairs, yeah,0.0,MOT,CHI,2.1949999999999363,619.383,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, because she was cleanin and she didn't want us to,-0.9809999999999945,CHI,MOT,0.9809999999999945,621.578,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 because she was cleanin and she didn't want us to, fall,0.0,MOT,CHI,4.157000000000039,621.578,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 fall, yeah probably,0.0,CHI,MOT,2.3780000000000427,625.735,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah probably, yeah,0.0,MOT,MOT,1.5459999999999354,628.113,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, I think you're right,0.0,MOT,MOT,0.7309999999999945,629.659,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 I think you're right, sometimes you know when things get wet they get really slippery,0.0,MOT,MOT,1.3799999999999955,630.39,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 sometimes you know when things get wet they get really slippery, but I think we should definitely tell Jenell that there are very nice people,0.0,MOT,MOT,3.5090000000000146,631.77,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 but I think we should definitely tell Jenell that there are very nice people, mhm,0.0,MOT,JEN,6.350999999999999,635.279,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 mhm, work here and let us know how to be careful,0.0,JEN,MOT,1.69500000000005,641.63,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 work here and let us know how to be careful, yeah,0.0,MOT,CHI,2.8589999999999236,643.325,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, this,3.0,CHI,CHI,0.7989999999999782,646.184,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 this, somebody in the bookcase what is he eatin,0.0,CHI,MOT,1.5460000000000491,649.983,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 somebody in the bookcase what is he eatin, a bwana,0.0,MOT,CHI,2.9260000000000446,651.529,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 a bwana, a banana,0.0,CHI,MOT,3.9069999999999254,654.455,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 a banana, he's eating a banana,0.0,MOT,MOT,0.5819999999999936,658.362,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 he's eating a banana, what's behind here,0.0,MOT,MOT,2.511000000000081,658.944,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's behind here, this,0.0,MOT,CHI,2.5919999999999845,661.455,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 this, ooh yeah I don't know who he is,0.0,CHI,MOT,3.5739999999999554,664.047,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 ooh yeah I don't know who he is, he's looking in isn't he,0.0,MOT,MOT,3.9909999999999854,667.621,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 he's looking in isn't he, what's he doing,0.0,MOT,MOT,1.9440000000000737,671.612,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's he doing, he's lookin at the window,0.0,MOT,CHI,1.0659999999999172,673.556,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 he's lookin at the window, yeah,0.0,CHI,MOT,4.221000000000004,674.622,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, what's in here,0.0,MOT,MOT,0.8990000000000009,678.843,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's in here, what's he doing,0.0,MOT,MOT,1.9440000000000737,679.742,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's he doing, xxx,0.0,MOT,CHI,3.0919999999999845,681.686,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 xxx, what's he doin,0.0,CHI,MOT,1.4629999999999654,684.778,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what's he doin, laughin,0.0,MOT,CHI,1.4629999999999654,686.241,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 laughin, yeah he is laughin I think,0.0,CHI,MOT,3.0930000000000746,687.704,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah he is laughin I think, you're right,0.0,MOT,MOT,1.3959999999999582,690.797,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 you're right, what are they doin,0.0,MOT,MOT,1.1130000000000564,692.193,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 what are they doin, they doin nothin,0.0,MOT,CHI,1.4629999999999654,693.306,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 they doin nothin, I think they're also they're sayin somethin,0.0,CHI,MOT,3.259999999999991,694.769,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 I think they're also they're sayin somethin, they're sayin hi aren't they,0.0,MOT,MOT,1.7770000000000437,698.029,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 they're sayin hi aren't they, yeah,0.0,MOT,CHI,0.9979999999999336,699.806,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, they're sayin hello,0.0,CHI,MOT,0.9809999999999945,700.804,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 they're sayin hello, hello hello hello,0.0,MOT,CHI,1.879000000000019,701.785,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 hello hello hello, maybe they were hidin in here,0.0,CHI,MOT,4.072999999999979,703.664,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 maybe they were hidin in here, yeah,0.0,MOT,CHI,1.879000000000019,707.737,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 yeah, let's see what else is on the next page,0.0,CHI,MOT,0.8160000000000309,709.616,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 let's see what else is on the next page, fishes,0.0,MOT,MOT,2.1100000000000136,710.432,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
 fishes, all kinds of fish,0.0,MOT,MOT,2.0459999999999354,712.542,False,['P2Y01M17D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml
