utterance,response,response_time,speaker,responder,utterance_time,error,age,past_tense,plural,overlap,source_file
 you love me, we're a happy family with a great big hug and a kiss from me to you,0.0,CHI,CHI,2.3609999999998763,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 we're a happy family with a great big hug and a kiss from me to you, won't you say you love me too,0.0,CHI,CHI,7.832000000000107,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 won't you say you love me too, what are you doing,0.0,CHI,FAT,5.83400000000006,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 what are you doing, where's the baby,0.0,FAT,CHI,2.592999999999847,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 where's the baby, the baby's swimming,0.0,CHI,FAT,2.5930000000000746,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 the baby's swimming, let's get brown dog down here,17.59999999999991,FAT,FAT,1.5460000000000491,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 let's get brown dog down here, he has has brown dog,0.0,FAT,CHI,1.1469999999999345,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 he has has brown dog, uhoh brown dog you're losing more sawdust,0.0,CHI,FAT,6.601000000000113,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 uhoh brown dog you're losing more sawdust, look,0.0,FAT,CHI,2.925999999999931,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 look, whoa,0.0,CHI,FAT,1.6290000000001328,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 whoa, I wonder if that hurts brown dog when his ear comes out,14.100000000000136,FAT,FAT,0.8149999999998272,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 I wonder if that hurts brown dog when his ear comes out, dog and he lost some eyes,0.0,FAT,CHI,1.9629999999999654,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 dog and he lost some eyes, he had eyes,0.0,CHI,FAT,5.2029999999999745,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 he had eyes, where'd they go,3.0,FAT,JES,0.9629999999999654,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 where'd they go, they're in there,0.0,JES,CHI,1.0640000000000782,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 they're in there, are they in there,0.0,CHI,FAT,2.02800000000002,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 are they in there, did they get pushed in,0.0,FAT,FAT,0.8150000000000546,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 did they get pushed in, no,0.0,FAT,CHI,0.7319999999999709,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 no, oh I wonder how they got pushed in,0.0,CHI,FAT,1.2960000000000491,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 oh I wonder how they got pushed in, someone must've had some little sharp object I think,0.0,FAT,FAT,4.173999999999978,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 someone must've had some little sharp object I think, maybe Hilda did that,0.0,FAT,CHI,3.175999999999931,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 maybe Hilda did that, Hilda,0.0,CHI,FAT,4.089999999999918,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 Hilda, his head's getting pretty squishy isn't it,9.5,FAT,FAT,1.0299999999999727,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 his head's getting pretty squishy isn't it, he can't see,0.0,FAT,CHI,1.6290000000001328,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 he can't see, no he he's blind now isn't he,0.0,CHI,FAT,3.259999999999991,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 no he he's blind now isn't he, good thing he has a good nose,2.2999999999999545,FAT,FAT,2.425999999999931,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 good thing he has a good nose, hey doggie,-1.356999999999971,FAT,CHI,1.356999999999971,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 hey doggie, hey doggie,0.0,CHI,CHI,1.5460000000000491,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 hey doggie, I think there's a baby here but I can't see him,0.0,CHI,FAT,1.6300000000001091,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 I think there's a baby here but I can't see him, where's the baby,0.0,FAT,FAT,1.94399999999996,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 where's the baby, hi here I am,0.0,FAT,CHI,0.9980000000000473,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 hi here I am, here,0.0,CHI,FAT,1.9279999999998836,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 here, I'm here,0.0,FAT,CHI,0.8980000000001382,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 I'm here, oh there you are I smell you now,0.0,CHI,FAT,1.4629999999999654,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 oh there you are I smell you now, hi baby,0.0,FAT,FAT,1.4629999999999654,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 hi baby, you pretend you have eyes,0.0,FAT,CHI,0.7309999999999945,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 you pretend you have eyes, all right I'll pretend,0.0,CHI,FAT,2.8769999999999527,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 all right I'll pretend, you seem to be eating don't you,16.0,FAT,FAT,1.0299999999999727,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 you seem to be eating don't you, xxx,0.0,FAT,CHI,1.2309999999999945,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 xxx, what is it,0.0,CHI,FAT,3.5260000000000673,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 what is it, what happened to me,0.0,FAT,CHI,0.4639999999999418,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 what happened to me, what happened to me,0.0,CHI,CHI,0.8150000000000546,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 what happened to me, who's talking,0.0,CHI,FAT,1.7129999999999654,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 who's talking, where did that baby go Emma,15.0,FAT,FAT,1.7290000000000418,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 where did that baby go Emma, I think it stayed in the xxx,0.0,FAT,CHI,2.19399999999996,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 I think it stayed in the xxx, here's the baby,0.0,CHI,CHI,3.5090000000000146,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 here's the baby, oh there he is I see,0.0,CHI,FAT,1.2960000000000491,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 oh there he is I see, he was in the playground playin,0.0,FAT,CHI,3.091999999999871,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 he was in the playground playin, oh I see,0.0,CHI,FAT,2.1110000000001037,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 oh I see, and the mommy s where's the baby,10.0,FAT,CHI,1.1649999999999636,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 and the mommy s where's the baby, and the grandma said where's the baby,0.0,CHI,CHI,3.714999999999918,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 and the grandma said where's the baby, where's my baby,0.0,CHI,FAT,2.5270000000000437,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 where's my baby, it's under there,0.0,FAT,CHI,1.3800000000001091,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 it's under there, why do you keep putting my baby under the table,0.0,CHI,FAT,1.8789999999999054,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 why do you keep putting my baby under the table, I wanna I wanna know that,0.0,FAT,FAT,2.8600000000001273,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 I wanna I wanna know that, because it's scared of the lion,0.0,FAT,CHI,1.8450000000000273,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 because it's scared of the lion, the lion's still here,0.0,CHI,JES,2.459999999999809,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 the lion's still here, yeah,0.0,JES,CHI,2.9930000000001655,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 yeah, that lion has stayed for a long time,0.0,CHI,FAT,1.1299999999998818,False,['P2Y11M16D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/021116.xml
 I guess we're gonna hafta, there's popcorn and all kinds of stuff around here,0.0,FAT,FAT,1.2309999999999999,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 there's popcorn and all kinds of stuff around here, there's all kinds of more stickers,0.0,FAT,CHI,1.8609999999999998,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 there's all kinds of more stickers, there are stickers all over the rug,0.0,CHI,FAT,2.444,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 there are stickers all over the rug, stickers all over the rug,0.0,FAT,CHI,2.295,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 stickers all over the rug, are you gonna open this thing up,0.0,CHI,FAT,2.011000000000001,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 are you gonna open this thing up, is it heavy,5.1,FAT,JES,2.593,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 is it heavy, you hafta put that down for a moment,0.0,JES,CHI,1.064,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 you hafta put that down for a moment, okay,0.0,CHI,JES,4.788,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 okay, look at that,64.5,JES,FAT,0.5500000000000007,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 look at that, what's this for,9.0,FAT,CHI,0.5,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 what's this for, what is this for,0.0,CHI,CHI,1.2310000000000088,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 what is this for, it looks like a jump for a horse or is it part of a fence,-1.0,CHI,FAT,3.340999999999994,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 it looks like a jump for a horse or is it part of a fence, I don't know,0.0,FAT,FAT,3.3419999999999987,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I don't know, what does that d do,0.0,FAT,CHI,0.48099999999999454,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 what does that d do, what is that for,0.0,CHI,CHI,3.5260000000000105,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 what is that for, it's for horsies to jump over,0.0,CHI,JES,1.7609999999999957,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 it's for horsies to jump over, is there a horsie in there to jump over it,0.0,JES,FAT,2.6269999999999953,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 is there a horsie in there to jump over it, or maybe we'll hafta get one of your horsies to jump over it,-0.0010000000000047748,FAT,FAT,2.1780000000000115,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 or maybe we'll hafta get one of your horsies to jump over it, there is a horsie,0.0,FAT,CHI,2.2779999999999916,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 there is a horsie, there is a horsie,0.0,CHI,FAT,2.4440000000000026,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 there is a horsie, they,0.0,FAT,CHI,0.6490000000000009,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 they, oop I see a leg,0.0,CHI,JES,3.490000000000009,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 oop I see a leg, they do xxx,0.0,JES,CHI,0.7319999999999993,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 they do xxx, there's a horsie,-0.5,CHI,FAT,4.006999999999991,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 there's a horsie, is that a pony,31.5,FAT,JES,1.1469999999999914,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 is that a pony, yes,0.0,JES,CHI,0.731000000000023,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yes, yeah,0.0,CHI,JES,1.5459999999999923,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah, what's the pony for,0.0,JES,JES,0.3329999999999984,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 what's the pony for, you do it daddy,5.0,JES,CHI,0.8979999999999961,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 you do it daddy, moo,-1.0,CHI,FAT,1.9809999999999945,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 moo, moo I'm here eating the grass,0.0,FAT,FAT,1.2309999999999945,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 moo I'm here eating the grass, I wanna give,0.0,FAT,CHI,2.7760000000000105,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I wanna give, I'm having breakfast,0.0,CHI,FAT,1.6289999999999907,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I'm having breakfast, I'm gonna give you a bed when you're done,0.0,FAT,CHI,0.7319999999999993,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I'm gonna give you a bed when you're done, you're gonna give me what,0.0,CHI,FAT,4.0730000000000075,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 you're gonna give me what, a bed,0.0,FAT,CHI,1.296999999999997,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 a bed, a bed,0.0,CHI,FAT,0.832000000000022,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 a bed, so I can sleep,0.0,FAT,FAT,0.8810000000000002,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 so I can sleep, yeah,0.0,FAT,CHI,1.6289999999999907,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah, what are you gonna make the bed out of,0.0,CHI,FAT,0.7479999999999905,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 what are you gonna make the bed out of, wool,0.0,FAT,CHI,2.2620000000000005,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 wool, wool did you say,0.0,CHI,FAT,1.6289999999999907,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 wool did you say, yeah,0.0,FAT,CHI,2.7600000000000193,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah, a wool bed that sounds comfortable,0.0,CHI,FAT,0.7309999999999945,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 a wool bed that sounds comfortable, and do you have a sheep where you're gonna get the wool from,0.0,FAT,FAT,2.460000000000008,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 and do you have a sheep where you're gonna get the wool from, yeah,0.0,FAT,CHI,2.6119999999999948,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah, hm,0.0,CHI,FAT,0.6479999999999961,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 hm, here sheep,0.0,FAT,CHI,0.7980000000000018,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 here sheep, are there sheep in here,0.0,CHI,FAT,2.4259999999999877,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 are there sheep in here, sheep,0.0,FAT,CHI,0.6480000000000246,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 sheep, there's a sheep,0.0,CHI,FAT,1.3149999999999977,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 there's a sheep, I took that,0.0,FAT,CHI,1.4629999999999939,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I took that, I need a sheep ta to,0.0,CHI,CHI,1.4629999999999939,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I need a sheep ta to, to go to the other horse,13.0,CHI,CHI,5.850999999999999,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 to go to the other horse, is that the baby,0.0,CHI,JES,2.444000000000017,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 is that the baby, no this is a big one,0.0,JES,CHI,2.758999999999986,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 no this is a big one, yeah is that the momma,0.0,CHI,JES,2.377999999999986,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah is that the momma, yeah and this is the daddy,0.0,JES,CHI,0.9650000000000034,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah and this is the daddy, that's the daddy,0.0,CHI,JES,3.5740000000000123,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 that's the daddy, are they gonna teach the baby how to jump,0.0,JES,JES,1.046999999999997,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 are they gonna teach the baby how to jump, yeah,0.0,JES,CHI,2.1939999999999884,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah, yeah,0.0,CHI,JES,0.731000000000023,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah, I don't wanna jump over the big fence,7.0,JES,JES,0.5660000000000025,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I don't wanna jump over the big fence, I'll help you,0.0,JES,CHI,2.626999999999981,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I'll help you, you'll help me,0.0,CHI,JES,1.6299999999999955,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 you'll help me, can I jump over the fence too,34.0,JES,JES,0.863000000000028,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 can I jump over the fence too, xxx fell ov fell over,0.0,JES,CHI,2.062999999999988,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 xxx fell ov fell over, can cows jump,0.0,CHI,JES,2.4920000000000186,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 can cows jump, can I jump,2.0,JES,JES,0.46699999999998454,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 can I jump, yeah,0.0,JES,CHI,0.5,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah, no,0.0,CHI,JES,0.8310000000000173,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 no, yes,0.0,JES,CHI,0.8149999999999977,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yes, yes,0.0,CHI,JES,1.1959999999999695,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yes, mm hm,0.0,JES,CHI,0.39800000000002456,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 mm hm, I can j I'm a cow I can jump,-0.7319999999999709,CHI,JES,0.7319999999999709,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I can j I'm a cow I can jump, yeah,0.0,JES,CHI,1.7959999999999923,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 yeah, wow,0.0,CHI,JES,0.8139999999999645,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 wow, I'm I'm a yoga pose horse,-1.0470000000000255,JES,CHI,1.0470000000000255,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I'm I'm a yoga pose horse, you're a yoga pose horse,0.0,CHI,FAT,4.972000000000037,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 you're a yoga pose horse, what kin what kind of yoga pose is that,0.0,FAT,FAT,1.2129999999999654,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 what kin what kind of yoga pose is that, can I jump over,0.0,FAT,CHI,1.6299999999999955,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 can I jump over, I dunno don't know we'd hafta wow,0.0,CHI,JES,5.1200000000000045,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I dunno don't know we'd hafta wow, I know compared to that sheep's size he'd probably win the prize,1.5,JES,FAT,3.907000000000039,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 I know compared to that sheep's size he'd probably win the prize, he did did the xxx,0.0,FAT,CHI,3.4259999999999877,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 he did did the xxx, the chicken's in the way,0.0,CHI,JES,4.47199999999998,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 the chicken's in the way, hey you ran me over,2.0,JES,JES,0.48099999999999454,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 hey you ran me over, xxx,0.0,JES,CHI,1.879000000000019,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 xxx, oh that's better,0.0,CHI,FAT,1.86099999999999,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 oh that's better, there's a duckie that's in there and close that,0.0,FAT,CHI,1.6299999999999955,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 there's a duckie that's in there and close that, the horsie was scared because it,0.0,CHI,CHI,6.102000000000032,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 the horsie was scared because it, oh dear,0.0,CHI,JES,6.765999999999963,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
 oh dear, why was he scared,0.0,JES,FAT,0.549000000000035,False,['P3Y00M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030003.xml
